nro_conabip,nombre_BP,fecha_fundacion,id_depto,email
581,Bib.Pop. D.F.Sarmiento,1918-07-09,14140,bisarlasvarillas@gmail.com
1176,Bib.Pop. Cultura y progreso,1923-11-11,14140,
2265,Bib.Pop. José María Paz,1945-03-05,14140,
586,Bib. Pop Bartolome Mitre,1917-07-14,14182,bibliommm@yahoo.com.ar
502,Bib.Pop. Dr. Juan Manuel Rivera,1914-01-01,18063,bibliotecapopularrivera@hotmail.com
2595,Bib.Pop. Gral. San Martín,1940-03-30,18105,bp2595@gmail.com
4224,Bib.Pop. Villa Fedullo,1980-01-01,18112,
4239,Bib.Pop. Arroyo Baru,1997-11-27,30008,bibliotecaarroyobaru@hotmail.com
338,Bib.Pop. Rivadavia,,30028,bibliotecapop.67@gmail.com
4355,Bib. Pop. del Saber,2007-11-09,30028,bipo_sabe@outlook.com
2596,Bib. Pop.  José Zubiaur,1925-06-09,30028,
382,Bib.Pop. D.F.Sarmiento,1912-09-01,30035,bibliofederal@hotmail.com
2862,Bib.Pop. Rodolfo A. García,1960-06-07,30056,
370,Bib.Pop.Esc. Urquiza,1919-07-05,30070,
1615,Bib.Pop. Orientación,1932-02-21,30084,bporientacion@arnet.com.ar
401,Bib.Pop. Mario Domingo Carruego,1920-06-20,30091,bibliotecacarruego@gmail.com 
4388,Bib. Pop. Estación Cultural,2021-08-23,30098,bibliotecapestacion@hotmail.com
3435,Bib.Pop. 12 de Octubre,1995-09-19,34014,
3780,Bib.Pop. Eloy Caniza,1980-01-01,34049,
3818,Asoc.Amig.Bib.Pop. Don Cosme D. Ruiz Diaz,1998-09-06,34049,
2974,Bib.Pop.Pub.Mun. Don José F.de San Martín,1978-04-11,34056,biblisanmartin@hotmail.com
3976,Bib. Pop. Crear y Ser,2000-10-01,38007,
3657,Bib. Pop. Leer te ayuda a crecer,1997-05-31,38021,bibliotecaepam3@yahoo.com.ar
763,Bib.Pop. Domingo T. Pérez,1905-04-09,38014,bibliotecadomingotperez@gmail.com
3985,Bib.Pop. Dr. Héctor Tizon,1980-01-01,38042,
2699,Bib.Pub.Pop.y Esc. Ernesto Sábato,1980-01-01,38063,
3575,Bib.Pop. San José Obrero,1980-01-01,38063,bibliosanjoseobrero@hotmail.com
1260,Bib.Pop. Bartolomé Mitre,1910-05-26,38094,
3279,Bib.Pop. La Adela,1980-01-01,42014,bibliotecalaadela@hotmail.com
4251,BIb. Pop. Teresa Pérez,2009-04-04,42021,bibliotecapopularteresaperez@gmail.com
4287,Bib. Pop. La Huella,2000-05-15,42056,
3617,Bib. Pop. Faustino Casimiro Bustos,1998-04-01,42035,biblioconhello@yahoo.com.ar
883,Bib.Pop. Aristóbulo del Valle,1923-01-01,42077,biblioteca_adelvalle@hotmail.com
3231,Bib.Pop. José Hernández,1993-03-29,42119,josehernandezbp@yahoo.com.ar
2457,Bib.Pop. Libertador San Martín,1950-11-12,42126,
897,Bib.Pop. Toay,1921-11-21,42140,bibliotecatoay@cpenet.com.ar
2387,Bib.Esc. Pop. Alfredo Suarez Verdier,1943-08-11,42154,biblioteca_sv@yahoo.com.ar
4370,Bib.Pop. Darío Santillán,2003-10-11,46014,
3932,Bib.Pop. Casa por la memoria y la cultura popular,1999-09-16,50007,
4314,Bib.Pop. Daniel Talquenca de Guaymallén,2011-05-18,50028,
3550,Bib. Pop. Ingeniero Giagnoni,1980-01-01,50035,
3720,Bib.Pop. Escritores Mendocinos,1996-07-09,50049,
2894,Bib.Pop. José A. Pujadas,1971-04-29,50056,biblioteca_pujadas@hotmail.com
3725,Bib. Pop. Chacras de Coria,1996-10-19,50063,bibliochacras@yahoo.com.ar
3613,Bib.Pop. Lucila Barrionuevo de Bombal,1995-11-16,50070,bibliotecapopularlucilabombal@hotmail.com
3271,Bib.Pop. Profesor Dionisio Chaca,1986-09-06,50091,bibliotecadionisiochaca@gmail.com
3306,Bib.Pop. Fray F. Inalican,1980-01-01,50105,
3815,Bib.Pop. Antonio Fernández,1980-01-01,50119,
3336,Bib.Pop. 23 de Septiembre,1994-06-04,54119,bibpop3336@yahoo.com.ar
3300,Bib.Pop.Mun. Bernardino Rivadavia,1980-01-01,54021,
3324,Bib.Pop. Gabriela Mistral,1980-01-01,54056,
4214,Bib.Pop. Del Conocimiento al Saber,1980-01-01,54105,
3445,Bib.Pop.Esc. Aída Simonetti de Ocampo,1980-01-01,54056,
3210,Bib.Pop. Juan Benigar,1993-10-20,58007,
824,Bib.Pop. Coronel J. M. Olascoaga,1980-01-01,58042,bibliotecaolascoaga_chosmalal@yahoo.com.ar
2747,Bib.Pop. Carlos H. Rodríguez,1958-10-22,58035,bibliotecachrodriguez@gmail.com
3354,Bib.Pop. Kimn,1994-12-10,58035,
1342,Bib.Pop. Juan Bautista Alberdi,1928-11-10,58035,bibliotecajbalberdi@gmail.com
3104,Bib.Pop. Suyai Mapu,1980-01-01,58035,suyaimapu@yahoo.com.ar
3130,Bib.Pop. Darío Millain,1980-01-01,58035,dario.millain@gmail.com
4032,Bib.Pop. Rodolfo Walsh,1980-01-01,58035,
4162,Bib.Pop. Huilliches,2004-04-12,58035,Biblioteca.popular.huilliches@gmail.com
3160,Bib.Pop. D.F.Sarmiento,1980-01-01,58035,
3147,Bib.Pop. Pedro Garro Vidal,1980-01-01,62014,bibliotecapgv@yahoo.com.ar
1303,Asoc.Bib. Asoc. Bca. Sarmiento,1928-03-21,62021,secretaria@bibliotecasarmiento.com.ar
3964,Bib.Pop. Dr. Francisco Pascasio Moreno,1986-09-11,62021,bibliofranciscomoreno@yahoo.com.ar
4181,Bib. Pop. Jorge Luis Borges,1980-01-01,62021,biblioborges@hotmail.com
3634,Bib.Pop. Isabel Cordero de Durán,1980-01-01,62042,bibliopopulardecordero@yahoo.com.ar
3361,Bib.Pop. Ruca Quilcatuve,1980-01-01,62042,
3415,Bib.Pop. Ruca Hueney,1980-01-01,62042,
3941,Bib.Pop. Mariano Giménez,1980-01-01,62070,bibliotecapilcaniyeu@yahoo.com.ar
4374,Bib. Pop. Puerto del Este,2006-10-24,62077,bibliotecapuertodeleste@outlook.com
2968,Bib.Pop. Manuel R. Novillo,1978-02-23,62077,biblionov@yahoo.com.ar
3758,Bib.Pop. Cafayateña,1980-01-01,66021,
3914,Bib.Pop. Wiñay Huasi,1980-01-01,66084,
3605,Bib.Pop. Jaime Davalos,1980-01-01,66028,
3610,Nueva Bib. Pop. José Hernández,1963-05-16,66049,martinfierro2004jh@yahoo.com.ar
4083,Asoc.y Bib.Pop. El molino,2002-12-14,66077,bibliotecaelmolino4083@yahoo.com.ar
2849,Bib.Pop. José Hernández,1963-10-10,66119,
4056,Bib.Pop. Robustiano Manero,1980-01-01,66126,
1510,Bib.Pop. José Chirapozu,1918-05-23,70028,
3693,Bib. Pop. Mariano Moreno,1966-06-12,70077,bibliotecapopularmarianomoreno@hotmail.com
2938,Bib.Pop. Sociedad opinión de juventud,1971-07-09,70084,
4063,Bib.Pop. Padre Carlos Barbero,2001-07-12,70091,
1898,Bib.Pop. D.F.Sarmiento,1935-06-15,70105,
3988,Bib. Pop. Legisladores Argentinos,1980-01-01,70133,
1827,Bib.e Inst.Cult.Pop. Bernardino Rivadavia,1934-04-18,74035,evelynbcrr9@gmail.com
3188,Bib.Pop. Antonio Esteban Agüero,1980-01-01,74035,aguero_cnbp_vm3188@yahoo.com.ar
2639,Bib.Pop.Esc. Isaac Newton,1954-08-19,74056,bibliotecaisaacnewton@gmail.com
4186,Bib.Pop. Jorge Luis Borges,1980-01-01,74056,biblioteborges@hotmail.com
3323,Bib.Pop. El mirador,1994-06-20,78014,bibliodelmirador@yahoo.com.ar
4046,Bib.Pop. Cañadon Seco,1999-05-29,78014,biblocs@hotmail.com
3259,Bib.Pop.Esc. Amigos del saber,1980-01-01,78035,biamigosdelsaber@yahoo.com.ar
490,Bib.Pop. 9 de Julio,1980-01-01,82077,biblioteca9dejulio@tostado.com.ar
1789,Bib.Pop. D.F.Sarmiento,1931-10-18,82007,bpsarmientoarmstrong@yahoo.com.ar
1138,Bib.Pop. D.F.Sarmiento,1917-04-19,82014,
3342,Bib.Pop. Presbítero A. Bonini,1989-03-05,82021,
3513,Bib.Pop. Esmeralda,1996-02-15,82021,
4337,Bib.Pop. Héctor Miguel Reinaudi,2010-06-24,82021,bibliotecareinaudi@hotmail.com
2997,Bib.Pop. María Juana,1974-10-20,82021,bpmj@coopmj.com.ar
2254,Bib.Pop. José Manuel Estrada,1937-01-15,82021,biblioteca_jmestrada@hotmail.com
2927,Bib.Pop. Esc. Dr. Ricardo Gutierrez,1939-04-01,82021,biblioteca2927@yahoo.com.ar
1188,Bib.Pop. Juan Bautista Alberdi,1998-02-20,82021,
4074,Bib.Pop. Julio Migno,1998-08-31,82028,
3678,Bib. Pop. Mafalda,1996-10-20,82028,
481,Bib.Pop. Bartolomé Mitre,1920-10-12,82028,bibliopeyrano@gmail.com
1994,Bib. Pop. Brig.Gral. E .López,1938-04-15,82042,
3426,Bib.Pop. Casa de la Cultura,1992-06-06,82042,
4167,Bib.Pop. Julio Migno de Guadalupe Norte,1980-01-01,82049,bibjuliomigno@hotmail.com
4360,Bib.Pop. Fortín Arenales,2013-09-17,82049,bibliotecafortinarenales@outlook.es
4009,Bib.Pop. Padre Leonardo Castellani,2000-10-30,82049,
3664,Bib.Pop. Fray Ermete Constanzi,1996-03-26,82049,
2698,Bib.Pop. José Hernández,1980-01-01,82063,
3873,Bib.Pop. de Pilar,1998-03-12,82070,bibliote@pilar-sfe.com.ar
4377,Bib. Pop. y Pub. George Baud,2008-02-18,82070,
470,Bib.Pop. Carlos Guido Spano,1917-10-12,82084,bibliocgspano@msn.com
430,Bib.Pop. Bernardino Rivadavia,1918-07-09,82084,
442,Bib.Pop.Ped.Inf. Eudoro Díaz,,82084,
2690,Bib.Pop. Constancio C. Vigil,1944-07-08,82084,bpccvigil@gmail.com
3971,Bib. Pop. Primera Ambiental y Ecológica de Rosario,1993-11-12,82084,
3892,Bib. Pop. Amor a la patria,1995-10-15,82084,bibliotecauranga@hotmail.com
427,Bib.Pop. Barón Hirsch,1913-03-10,82091,
460,Bib.Pop. San Martín,1910-12-03,82091,bibliotecapop_sancristobal@hotmail.com
4068,Bib. Pop. Luis Landriscina,2002-12-18,82112,bibliolacriolla@gcrespo.com.ar
4353,Bib. Pop. Miguel A. Fabellotti,2006-07-11,82112,videlac.cultural@gmail.com
4223,Bib. Pop. Alejandría,2008-04-16,82126,bpalejandria@outlook.com
4011,Bib. Pop. Alfonsina Storni,2000-07-27,82105,
3030,Bib.Pop. José Pedroni,1980-01-01,82133,garabato@trcnet.com.ar
4209,Bib. Pop. Profesor Víctor HUgo Olivares,2008-04-21,86049,
2252,Bib.Pop. Manuel Belgrano,1943-07-04,86042,bpbelgrano2252_bandera@hotmail.com
1665,Bib.Pop. Dr. Manuel Gorostiaga,1927-07-14,86049,
3122,Bib.Pop. Esteban Echeverría,1933-06-22,86049,bpe_echeverria@hotmail.com
3164,Bib.Pop. Jorge W. Abalos,1988-10-09,86049,
3566,Bib. Esc. Pop. Siglo XXI,1996-07-19,86049,bibliosigloveintiuno@hotmail.com
1361,Bib.Pop. San Martín,1928-01-02,86161,
644,Bib.Pop. Alberdi,1903-06-26,90084,bipopalberdi100@hotmail.com
645,Bib.Pop. A. M. Garmendia de Frías,1905-07-18,90084,
3532,Bib.Pop. Padre Saravia,1995-12-02,90056,bibliopadresaravia@gmail.com
2418,Bib. Pop. Obrera M.Luisa Bufo de Ferro,1949-06-22,90070,bibliotecaluisabuffodeferro@yahoo.com.ar
651,Bib.Pop. Mariano Moreno,1912-11-20,90112,
88,Bib.Pop. Adolfo Alsina,1912-08-23,6007,
3792,Bib.Pop. Mahatma Gandhi,1980-01-01,6028,bpmgandhi@tutopia.com
2982,Bib.Pop.Soc.Fom. Martín Fierro,1956-03-11,6028,bibmfierro@yahoo.com.ar
4192,Soc. Fom. y Cul. y Bib.Pop. Domingo Faustino Sarmiento,1980-01-01,6035,bsfsarmiento1925@yahoo.com.ar
3468,Bib. Pop. Pilar A. de Traverso,1992-09-08,6126,bibliotecatraverso@yahoo.com.ar
3038,Bib.Pop.Soc.Fom. Nuestra Señora de Luján,1982-09-25,6218,biblovillalujan@hotmail.com
3483,Bib.Pop. de José A. Guisasola,1982-03-01,6189,biblioelperdido@gmail.com
3499,Bib.Pop. Guillermo Enrique Hudson,1980-01-01,6274,arravera@hotmail.com
3633,Bib.Pop.Esc. Antártida Argentina,1996-11-22,6351,bibliogranada@yahoo.com.ar
2824,Bib. Esc. Pop. Ricardo Rojas,1961-03-01,6351,
3203,Bib.Pop. Almafuerte,1993-06-11,6427,bibalma@yahoo.com.ar
1880,"Centro Cultural y Recreativo, Bib.Pop. Mariano Moreno",1930-04-18,6427,bibliomoreno@yahoo.com.ar
3913,Bib.Pop. Trabajadores del Yaguané,1999-02-02,6427,
3736,Bib.Pop. José Hernández,1997-09-20,6441,
3211,Bib.Pop. Dr. Roman S. Harosteguy,1980-01-01,6441,biblioharosteguy@yahoo.com.ar
2438,Bib.Pop. D.F.Sarmiento,1923-12-23,6441,
3828,Bib. Pop. Juan B. Justo,1930-10-05,6434,roxanacaterbetti42@hotmail.com
2729,Bib. Pop. D. F. Sarmiento,1958-04-18,6469,bibliosalas@yahoo.com.ar
1193,Bib.Pop. Albino Capponi,1902-01-12,6483,bibliocapponi@yahoo.com.ar
3796,Bib.Pop. Héroes de Malvinas,1980-01-01,6483,
1257,Bib.Pop. Juan Bautista Alberdi,1926-05-10,6497,bibliotecaopendoor@hotmail.com
2931,Bib.Pop. William C.Morris,1975-04-01,6515,bibwcm@yahoo.com.ar
4262,Bib. Pop. El Cruce de Papel,2007-06-02,6515,
4106,Sociedad de fomento San Pedro y Biblioteca Popular OLEGARIO VICTOR ANDRADE,1958-06-20,6560,
4040,Bib. Pop. Arturo Jauretche de El Palomar,2001-06-30,6560,bibliotecajauretche@yahoo.com.ar
3552,Bib. Pop. de Quequén,1980-01-01,6581,biblioquequen@hotmail.com
201,Bib.Pop. Ferroviaria M.Gandhi,1904-06-20,6595,bibliotecaferroviaria@hotmail.com
202,Bib.Pop. Armando Collinet,1909-07-25,6595,
4371,Bib.Pop. Vecinal Don Helios Eseverri,2010-09-24,6595,
2158,Bib.Pop. Bernardino Rivadavia,1930-01-22,6651,
2090,Bib.Pop. de Don Bosco,1972-07-28,6658,bibbosco@hotmail.com
3878,Bib.Pop. Atahualpas,1980-01-01,6658,
3697,Bib.Mun.Pop. Dr. Tomás Jofre,1980-01-01,6679,bibliomunicipal.rivadavia@gmail.com
4127,Bib.Pop. Renacer,1980-01-01,6714,renacer465adulce@hotmail.com.ar
230,Bib.Pop. Belgrano,2006-11-06,6735,rot14@hotmail.com
2815,Bib.Pop. Mariano Moreno,1957-12-01,6735,bmarianomoreno@yahoo.com.ar
3866,Bib.Pop. La Calabria Popular,1980-01-01,6756,
1242,Bib.Pop. Juan Bautista Alberdi,1927-02-23,6371,bpalberdi@gmail.com
1178,Bib.Pop. Bernardino Rivadavia,1925-07-09,6371,bibliotecarivadavia@yahoo.es
226,Bib.Pop. Rafael Obligado,,6770,
1228,Bib.Pop. D.F.Sarmiento,1927-04-28,6770,bibliotecadfsarmiento@gmail.com
4120,Bib.Pop. Macedonio Fernández,2001-08-06,6819,bpmacedonio@gmail.com
4020,Bib. Pop. Ciudad Jardín,2001-09-11,6840,
729,Bib.Pop. D.F.Sarmiento,,10021,
749,Bib.Pop. Obispo Esquiu,1916-04-16,10035,
3526,Bib.Pop. J. M. Estrada,1980-01-01,10042,
3542,Bib.Pop. Tte.Coronel.M.D.S.Villafañe,1996-10-15,10077,
2999,Bib.Pub. Pop. Gaspar Benavento,1980-01-01,22014,
783,Bib.Pub. Pop. Mariano Moreno,1980-01-01,22140,bibliommoreno@hotmail.com
3450,Bib.Pop.Esc. Juan Ramón Lestani,1980-01-01,22140,bib.juanramonlestani@hotmail.com
2198,Bib.Pop. Esc. Enrique Lynch Arribalzaga,1942-09-28,22140,bcalynch50@yahoo.com.ar
2608,Bib.Pop. Esc. Remedios E. de San Martín,1951-12-01,22140,bibliotecaremediosdeescalada@yahoo.com.ar
3009,Bib.Pop. Celmira G. de Cabral,1972-10-28,22140,bepcgc@yahoo.com.ar
3281,Bib.Pop.Esc. Dr. J. A. Torres,1980-01-01,22140,bibliotecapopulartorres@yahoo.com.ar
3534,Bib.Esc.Pop. Alfredo Veirave,1984-03-05,22140,bca_alfredoveirave@hotmail.com
3959,Bib.Pop. Ruca Raqui Zuam,1980-01-01,26014,bibliotecarucaraquizuam@hotmail.com.ar
3037,Bib.Pop. Lago Puelo,1980-01-01,26014,biblagopuelo@yahoo.com.ar
3800,Bib.Pop. Darío Hugo Fernández,1992-05-01,26021,
3244,Bib.Pop. Gonzalo Delfino,1987-08-17,26077,
3256,Bib.Pop. Rosa de Amaya,1980-01-01,26077,
3607,Bib.Pop. Ceferino Namuncura,1983-09-06,26077,
2021,Bib.Pop. D.F.Sarmiento,1937-06-27,14035,bpjovita@jovitacoop.com.ar
4398,Bib. Pop. Rosario Vera Peñaloza,2022-03-21,14035,bibliotecavillavaleria@gmail.com
549,Bib.Pop. Juan Bautista Alberdi,1913-10-12,14084,
2330,Bib.Pop. Mariano Moreno,1946-12-09,14091,bp2330@bepe.ar
4016,Bib.Pop. José Hernández,2000-06-01,14091,bibliotecajhernandez@tutopia.com
2148,Bib.Pop. José Mármol,1938-04-08,14091,
3138,Bib.Pop. Presbítero G. Avila Vasquez,1985-11-06,14105,
2534,Bib.Pop. Gral. San Martín,1950-08-17,14119,bpsmo@yahoo.com.ar
4395,Bib. Pop. El Manantial,2011-07-08,14126,bibliotecaelmanantialcb@gmail.com
2006,Bib.Pop. D.F.Sarmiento,1935-05-18,14133,
3983,Bib.Pop. Los Hornillos,1980-01-01,14133,bibliohornillos@yahoo.com.ar
3666,Bib.Pub.Mun.Pop. M.E.M. de Chiabrando,1980-01-01,14140,
3623,Bib.Pop. Marcela Rodriguez,1973-05-19,14140,
4343,Bib.Pop.José Marcial Enrique Vaudagna,2001-09-01,14140,
2360,Bib.Pop.Inf. Almafuerte,1945-05-13,14140,clubalmafuertelv970@gmail.com
3748,Bib.Pop.Mun. Quilcahuasi,1980-01-01,14140,
4126,Bib.Pop. Manuela R. Medina,1980-01-01,14098,bibliomanuelamedina@yahoo.com.ar
1070,Bib.Pop. Bartolomé Mitre,1925-03-28,18021,
3813,Bib. Pop. Eva Perón,1998-11-28,18021,bibliotevaperon@arnet.com.ar
4104,Bib.Pop. Francisco Madariaga,2004-06-15,18028,bibliopopfm@hotmail.com
509,Bib.Pop. Literaria Belgrano,1910-09-11,18105,literariabelgrano@gmail.com
1547,Bib. Esc. Pop. Gral. Gregorio Las Heras,1931-08-02,18112,
4110,Asoc.Bib.Pop. Carlos Guido Spano,,18084,bpcgs4110@hotmail.com
330,Bib.Pop. D.F.Sarmiento,1939-08-26,30070,
4350,Bib.Pop. Sebastián Ger Villacampa,2001-08-24,30084,
3917,Bib. Pop. José Hernández,1976-06-22,30088,bibliosansalvador@yahoo.com.ar
3943,Bib.Pop. J. J. de Urquiza,2000-10-24,30056,
4164,Bib.Pop. Páginas Mías,1980-01-01,30098,
3330,Bib.Pop. María Blanca B. de Simonotto,1980-01-01,34014,bpsimonotto@fibertel.com.ar
3387,Bib.Pub. Pop. San Antonio,1992-08-17,34056,
3227,Bib.Pub.Pop Palma Sola,1980-01-01,38070,
774,Bib.Pop. D.F.Sarmiento,1915-07-09,38112,
2317,Bib.Pop. Clemente J. Andrada,1980-01-01,42021,biblo2317@gmail.com
4270,Bib.Pop. Miguel Angel Gomez Drumell,2009-09-01,42021,bibliomiguelgomez@gmail.com
1499,Bib.Pop. Ricardo Güiraldes,1929-11-14,42056,bibliovertiz@yahoo.com.ar
806,Bib.Pop. Florentino Ameghino,1921-02-03,42070,sonirack77@yahoo.com.ar
2786,Bib.Pop. Mariano Moreno,1958-11-27,42077,bibliotecammoreno@yahoo.com.ar
3309,Bib.Pop. María E. Fernández de Falciola,1980-01-01,42077,falciola@cooparauz.com.ar
2807,Bib.Pop. Juan del Rosario Garro,1961-08-21,42105,bibliotecagarro@gmail.com
3186,Bib.Pop. Modesto Caretto,1987-11-01,42126,bibliotecalamaruja@hotmail.com
2355,Bib.Pop.Mun. Ing. Luis Luiggi,1948-07-04,42133,bibliotecaingenieroluiggi@hotmail.com
3434,Bib. Pop. Sebastián Dalmasso,1994-06-04,42133,gildarodriguez_73@hotmail.com
811,Bib.Pop. Presidente Avellaneda,1910-05-01,42133,
2373,Bib.Pop. D.F.Sarmiento,1934-08-13,42154,bibpopataliva@yahoo.com.ar
719,Bib.Pop. Juan Bautista Alberdi,1914-02-01,46014,
1345,Bib.Inf.Pop. Tte.Coronel Marcelino Reyes,1980-01-01,46014,bmarcelinoreyes@gmail.com
4049,Bib.Pop. Palabras del corazón,1980-01-01,50049,
2875,Bib.Pop.Mun. Juan Bautista Alberdi,1911-05-25,50063,bibliopmalberdi@yahoo.com.ar
3463,Bib.Pop. Angélica Z. de Catena,1980-01-01,50084,
3228,Bib.Pop. Dr. Faustino B. Gil,1993-01-02,50091,
3190,Bib. Pop. Joaquín di Genaro,1992-07-10,50091,bibdigenaro@yahoo.com.ar
689,Bib.Pop. Julio A. Roca,1980-01-01,50098,bibliopop.julioaroca@gmail.com
676,Bib.Pop. Mariano Moreno,1919-03-30,50105,
4100,Bib.Pop. Maestro Antonio Isaac Quiroga,1980-01-01,50105,
3501,Bib.Pop. Aristóbulo del Valle,1990-06-18,54014,
3405,Bib.Pop. Arandu Roga,1980-01-01,54063,
4363,Bib.Pop. Alma Guaraní,2015-07-15,54063,
3395,Bib.Pop.Mun. Nicolás A. Petcoff,1994-12-07,54077,bibpetcoff@yahoo.com.ar
3374,Bib.Pop.Tec. Roque G. de Santa Cruz,1980-01-01,54084,
3935,Asoc.Bib.Pop. Ernesto Sábato,2000-08-21,54098,popularsabato@gmail.com
4247,Bib. Pop. Thay Morgenstern,2004-05-11,54112,bibliopopu.sanpedro@gmail.com
3788,Bib.Pop. Maestro Galeano,1980-01-01,58007,
3756,Bib. Pop. San Patricio del Chañar,1997-12-02,58014,bibliotecachanar@yahoo.com.ar
4052,Bib. Pop. Monseñor Jaime de Nevares,2002-07-25,58035,bibliotecadenevares@yahoo.com.ar
4152,Bib. Pop. Pehuen - Barrio Alta Barda,1980-01-01,58035,
4269,Bib.Pop. Abuela Bertogna de Barrio Nuevo,2003-10-24,58035,
3161,Bib.Pop. América,1980-01-01,58035,
3097,Bib.Pop. Cerro Los Quiques,1980-01-01,58077,bipopclq@yahoo.com.ar
3129,Bib.Pop. Chochoy Mallin,1980-01-01,58084,
3807,Bib.Pop.Mun. Don Elias Sapag,1980-01-01,58091,
3833,Bib.Pop. La Libroteca,1998-07-09,58112,
1522,Bib.Pop. Bernardino Rivadavia,1931-05-10,62091,bibliotecapopularjacobacci@yahoo.com.ar
3326,Bib.Pop. Aime Paine,1990-03-05,62021,
3081,Bib.Pop. El hogar del lector,1980-01-01,62042,
2922,Bib.Pop. Amigos del libro,1974-05-03,62042,bpamigosdellibro@hotmail.com
4335,Bib. Pop. Malvinas Argentinas,1997-11-27,62042,
3930,Bib.Pop.Asoc.Cult. Dina Huapi,1996-05-30,62070,bibliotecapopulardinahuapi@gmail.com
4131,Bib.Pop. General Manuel Belgrano,1980-01-01,66007,
3125,Bib.Pop. Juan Carlos Davalos,1964-08-25,66028,biblo424@hotmail.com
3651,Bib. Pop. Presbítero P. F. Acuña,1994-04-25,66028,elba_ugarte@hotmail.com
3822,Bib.Pop. D.F.Sarmiento,1997-09-17,66028,bpsarmiento3822@hotmail.com
3838,Bib.Pop. Profesora Nora Godoy,1999-09-06,66028,bibliotecanoragodoy@hotmail.com
3973,Bib.Pop. Barrio Palermo I,1994-10-20,66028,
752,Bib.Pop. Francisco Alsina,1910-06-06,66035,
3373,Bib.Pop. Gob. Dn. R. Romero,1994-11-26,66091,
3974,Bib. Pop. Mun. Domingo Faustino Sarmiento,1980-01-01,66126,
4194,Bib.Pop. y Grupo Soc.Cult. Crecer,1980-01-01,66140,
3311,Bib.Pop. Emilio Moya Gil,1980-01-01,70028,bibpopem@hotmail.com
4217,Bib. Pop. Sur,2008-04-16,70077,bibliotecapopularsur@hotmail.es
3490,Bib.Pop. Dr. Pablo Ramella,1993-08-26,70084,bibliotecapabloramellasj@hotmail.com
4058,Bib.Pop. Rayos de luz,1980-01-01,70084,
707,Bib.Pop. Rawson,1910-09-30,70098,
4354,Arte y Cultura de Ullum Bib. Pop. Luis Solera,2009-10-05,70112,bibliotecaullum@gmail.com
611,Bib.Pop. Los Manantiales,1916-06-27,74014,
3221,Bib.Pop. Cerros del Rosario,1993-08-26,74021,
987,Bib.Pop. Dr. Juan Llerena,1937-05-02,74035,mariel_ra19@live.com.ar
3430,Bib.Pop. Juan Pascual Pringles,1980-01-01,74063,bibliojuanpascualpringles2012@hotmail.com
4227,Bib. Pop. Elba Irma Rosso de Bravo,1980-01-01,82077,
2189,Bib.Pop. Manuel Belgrano,1939-06-20,82014,biblbelgrano@gmail.com
3032,Bib.Pop. Cervantes,1963-03-01,82028,bibcervantes3032@yahoo.com.ar
2256,Bib.Pop. Mariano Moreno,1944-08-04,82028,
1952,Bib.Pop. Alberto Chovet,1937-06-13,82042,biblioteca_chovet@hotmail.com
469,Bib.Pop. Florentino Ameghino,1930-01-01,82042,biblioameghino@powervt.com.ar
3741,Bib.Pop. Padre Jorge Capello,1997-09-11,82049,
2178,Bib.Pop. Pablo A. Pizzurno,1943-04-11,82056,biblioteca_carrizales@hotmail.com
2384,Bib. Pop. Villa Talleres,1945-11-23,82063,
455,Bib.Pop. Bartolomé Mitre,1907-06-03,82063,bibliomitre0455@yahoo.com.ar
2772,Bib.Pop. Pablo A. Pizzurno de Santa Fe,1929-06-25,82063,bpizzurnosfe@hotmail.com
2811,Bib.Pop. Domingo Faustino Sarmiento,1935-07-19,82070,bibliosantodomingo@gmail.com
3898,Bib.Pop. El buen saber,2000-07-20,82084,bpelbuensaber2004@yahoo.com.ar
3710,Bib.Pop. Centro cultural Rosario,1998-02-02,82084,
3980,Bib.Pop. Casa de Luxemburgo,2000-11-14,82084,bibliotecaamaprosario@gmail.com
4191,Asoc.Civ.Bib.Pop. Raíces y Alas,1980-01-01,82084,nogaralito@hotmail.com
4321,Bib. Pop. Teresa de Calcuta,2012-10-16,82091,
2187,Bib.Pop. Juan Bautista Alberdi,1935-06-08,82091,bibpopalberdi@yahoo.com.ar
489,Bib.Esc.Pop. D.F.Sarmiento,1918-04-28,82119,
4091,Bib.Pop. Ada Nilda Alderete,2001-06-16,86035,
3115,Bib.Pop. Florentino Ameghino,1942-11-15,86049,
2578,Bib.Pop. Miguel Martín de Güemes,1940-08-24,86049,
4057,Bib.Pop. José Mármol,1936-08-16,86049,biblioteca_marmol@hotmail.com
3893,Bib.Pop. Juan Bautista Marozzi,1997-08-11,86154,
4328,Bib. Pop. El Algarrobal,2012-10-12,86161,bibliotecaelalgarrobal@gmail.com
3370,Bib.Pop. José Hernández,1992-05-22,86161,
3252,Bib.Pop. Mariano Moreno,1992-08-10,94007,
2356,Bib.Pop. 25 de Mayo,1909-07-09,90049,
3159,Bib.Pop. Manuel Aldonate,1980-01-01,90098,
2015,Bib.Pop. Hipólito Yrigoyen,1935-05-05,90105,
4158,Bib.Pop. La Randa,1980-01-01,90119,bibliolaranda@yahoo.com.ar
2170,Bib.Pop. Dr. Victor H. Barrera,1942-11-30,6014,barrerabp@hotmail.com
3193,Bib.Pub.Mun. Manuel Vilardaga,,6042,
